"","Trawl_id","catch_numbers","catch_weight","species_code","species_common_name","species_science_name","temp","salinity","o2","phyto","npp"
"1",5757814,NA,45.7,"602","arrowtooth flounder","atheresthes stomias",6.32987458258867,33.8297677226365,70.6887473821685,0.0353469579165088,0.00099520994844897
"2",5757813,NA,86.82,"602","arrowtooth flounder","atheresthes stomias",6.29691459238529,34.0449232142419,59.3711038552458,0.0171649765307186,1.42864683880409e-05
"3",5757810,5,0.5,"602","arrowtooth flounder","atheresthes stomias",7.05096592381597,33.5039826342836,90.3020127080021,0.0611673076469466,0.00430247988408281
"4",5757809,NA,8.53,"602","arrowtooth flounder","atheresthes stomias",7.00811793655157,33.5001678206027,68.0054334793717,0.0341576062839737,0.000973862342345071
"5",5757808,NA,115.68,"602","arrowtooth flounder","atheresthes stomias",6.87847530841827,33.6954862810671,51.7116576102652,0.0448568895803509,0.00135499720537983
"6",5757806,NA,230.48,"602","arrowtooth flounder","atheresthes stomias",7.00811793655157,33.5001678206027,73.1370257298268,0.0383513970620526,0.0014347862762372
"7",5757805,NA,121.66,"602","arrowtooth flounder","atheresthes stomias",6.89239174872637,33.7102368939668,48.1616773127766,0.0641073288808435,0.00354507770423463
"8",5757803,6,5.37,"602","arrowtooth flounder","atheresthes stomias",6.70561847090721,34.0586565434933,63.9422342829192,0.0304840889110025,0.000327948132638643
"9",5757802,NA,100.42,"602","arrowtooth flounder","atheresthes stomias",6.9045991525054,33.7260047905147,48.1616773127766,0.0641073288808435,0.00354507770423463
"10",5757801,NA,5.46,"602","arrowtooth flounder","atheresthes stomias",6.64419442536227,33.9062881349746,68.4737695083044,0.0302623015718241,0.000336665045103163
"11",5757800,9,6.98,"602","arrowtooth flounder","atheresthes stomias",6.81548510491848,34.0571306180209,63.9422342829192,0.0304840889110025,0.000327948132638643
"12",5757799,NA,10.68,"602","arrowtooth flounder","atheresthes stomias",6.69121373444796,34.0764590073377,61.3503297211481,0.0227529039764897,8.59972350538149e-05
"13",5757798,NA,51.32,"602","arrowtooth flounder","atheresthes stomias",6.91912596300244,33.8152714306489,35.2980333176652,0.0629476894187442,0.0036206693225884
"14",5757797,NA,19.14,"602","arrowtooth flounder","atheresthes stomias",6.92663351632655,33.7664418155327,35.2980333176652,0.0629476894187442,0.0036206693225884
"15",5757796,NA,6.05,"602","arrowtooth flounder","atheresthes stomias",6.81548510491848,34.0571306180209,63.9422342829192,0.0304840889110025,0.000327948132638643
"16",5757795,6,4.46,"602","arrowtooth flounder","atheresthes stomias",6.69121373444796,34.0764590073377,61.3503297211481,0.0227529039764897,8.59972350538149e-05
"17",5757794,NA,20.84,"602","arrowtooth flounder","atheresthes stomias",6.92663351632655,33.7664418155327,35.2980333176652,0.0629476894187442,0.0036206693225884
"18",5757792,NA,16.03,"602","arrowtooth flounder","atheresthes stomias",7.39509263634682,33.2010864280164,114.512818713974,0.173002441217116,0.0259794444872257
"19",5757791,NA,6.42,"602","arrowtooth flounder","atheresthes stomias",5.60841701924801,33.9976195245981,66.6397638703828,0.02596032267833,0.000143947984324938
"20",5757790,NA,6.58,"602","arrowtooth flounder","atheresthes stomias",5.75002290308475,34.013387421146,66.6397638703828,0.02596032267833,0.000143947984324938
"21",5757789,2,0.09,"602","arrowtooth flounder","atheresthes stomias",7.44465469568968,33.1354716327041,132.033764519363,0.279771632900977,0.0569933964537639
"22",5757788,5,3.02,"602","arrowtooth flounder","atheresthes stomias",6.71514024585485,34.0754417236894,61.3503297211481,0.0227529039764897,8.59972350538149e-05
"23",5757787,5,4.42,"602","arrowtooth flounder","atheresthes stomias",5.75002290308475,34.013387421146,66.6397638703828,0.02596032267833,0.000143947984324938
"24",5757786,4,2.39,"602","arrowtooth flounder","atheresthes stomias",6.70268869400024,34.0769676491618,65.8471935611431,0.021823773089451,8.29287287251682e-05
"25",5757785,NA,497.42,"602","arrowtooth flounder","atheresthes stomias",6.7611621581018,33.904538070783,50.9316885138144,0.0669230004273316,0.00384074170712219
"26",5757782,NA,5.8,"602","arrowtooth flounder","atheresthes stomias",6.81987977027893,33.7946714367718,66.7258405641977,0.0417748791403799,0.00124206731240627
"27",5757779,NA,8.56,"602","arrowtooth flounder","atheresthes stomias",6.74700156971812,34.0670491335914,65.8471935611431,0.021823773089451,8.29287287251682e-05
"28",5757778,NA,81.47,"602","arrowtooth flounder","atheresthes stomias",6.89092686027288,33.8831751141697,49.9602545327022,0.056028718065807,0.00334978431027325
"29",5757777,NA,18.81,"602","arrowtooth flounder","atheresthes stomias",6.73946353849339,33.9058725313083,38.724109582028,0.0446678554165201,0.001219665355823
"30",5757776,NA,28.7,"602","arrowtooth flounder","atheresthes stomias",6.92710960507393,33.7437055259943,62.61668257482,0.0700464171141433,0.00407088542221975
"31",5757774,NA,9.42,"602","arrowtooth flounder","atheresthes stomias",5.8501236140728,34.017456555739,65.2800504242345,0.0256000763058655,0.000135854539383294
"32",5757773,NA,34.35,"602","arrowtooth flounder","atheresthes stomias",6.89092686027288,33.8831751141697,49.9602545327022,0.056028718065807,0.00334978431027325
"33",5757772,NA,131.9,"602","arrowtooth flounder","atheresthes stomias",6.60576190799475,33.9940590318292,21.5512155565001,0.0398417312624313,0.000744821741779816
"34",5757769,NA,44.24,"602","arrowtooth flounder","atheresthes stomias",6.64445937797427,33.9735861984082,25.8746802331066,0.0397071092111557,0.000766462353091302
"35",5757768,NA,63.42,"602","arrowtooth flounder","atheresthes stomias",6.57451095432043,34.0220343321562,21.5512155565001,0.0398417312624313,0.000744821741779816
"36",5757767,NA,71.78,"602","arrowtooth flounder","atheresthes stomias",6.57432784326375,34.02928247815,20.8205322449306,0.0405828185161211,0.000756651852158211
"37",5757766,NA,168.51,"602","arrowtooth flounder","atheresthes stomias",6.69463180750608,33.9716787915677,60.7060852979658,0.0623100301138011,0.00366013611347441
"38",5757762,NA,43.27,"602","arrowtooth flounder","atheresthes stomias",6.5547349601984,34.0548417298123,38.8466576596215,0.0393031937542519,0.000831392112538051
"39",5757760,NA,36.9,"602","arrowtooth flounder","atheresthes stomias",6.53386029973626,34.0594195062295,30.1981449097131,0.03957248715988,0.000788102964402788
"40",5757759,NA,253.22,"602","arrowtooth flounder","atheresthes stomias",6.92016344145842,33.8342667540806,66.4079159031854,0.0553206610406307,0.00269749336464296
"41",5757757,NA,13.86,"602","arrowtooth flounder","atheresthes stomias",6.55803095921874,34.0487380279228,40.1970077879029,0.0391653321769065,0.000853771717643603
"42",5757756,NA,70.81,"602","arrowtooth flounder","atheresthes stomias",6.58552843115492,34.0106224072573,38.6004497123893,0.0386254526263834,0.000867559858830434
"43",5757755,NA,68.09,"602","arrowtooth flounder","atheresthes stomias",6.61510929145983,33.9902078865894,42.7046225390582,0.0374141940951784,0.000916043154179038
"44",5757754,NA,35.95,"602","arrowtooth flounder","atheresthes stomias",6.53532518818974,34.041489881929,44.4211639343791,0.0381641908318134,0.000915673147770465
"45",5757753,NA,49.72,"602","arrowtooth flounder","atheresthes stomias",6.62270578444004,33.9796136040241,50.4582612547688,0.0359005477740784,0.00102325311090886
"46",5757752,NA,21.23,"602","arrowtooth flounder","atheresthes stomias",6.91875974088907,33.8984343688935,53.7222856526212,0.061688231155335,0.00351595187121408
"47",5757751,NA,99.46,"602","arrowtooth flounder","atheresthes stomias",6.61210975795984,34.0571306180209,28.1431585270938,0.0404664584537258,0.000819294679574023
"48",5757750,NA,23.54,"602","arrowtooth flounder","atheresthes stomias",6.99962158352137,33.7778862565756,81.1810296821943,0.0672724778206212,0.00478226852855332
"49",5757749,NA,10.18,"602","arrowtooth flounder","atheresthes stomias",6.79992066510022,33.9014862198383,68.4399925272883,0.049432485882232,0.00232989085432044
"50",5757748,NA,58.12,"602","arrowtooth flounder","atheresthes stomias",6.7334513515234,33.9701528660953,59.9969372998914,0.0690629147744547,0.00380646071114451
"51",5757747,NA,16.97,"602","arrowtooth flounder","atheresthes stomias",6.76201667636633,33.9854121208191,67.5352023799209,0.0742082771931869,0.0041795072632532
"52",5757746,4,1.78,"602","arrowtooth flounder","atheresthes stomias",6.59104326686689,34.008518992258,58.6373809483494,0.0273111984382511,0.000285428971445282
"53",5757745,NA,48.14,"602","arrowtooth flounder","atheresthes stomias",7.09308146685362,33.8312936481088,78.4315702537072,0.129396399442987,0.0245593622633936
"54",5757744,NA,6.66,"602","arrowtooth flounder","atheresthes stomias",6.60422083095931,33.988644639219,57.8569731901904,0.0394797619352558,0.00121426814060625
"55",5757743,5,3.92,"602","arrowtooth flounder","atheresthes stomias",6.62894777177398,33.9803895456716,57.9327987970082,0.0383782125809418,0.00103797968379279
"56",5757742,NA,9.86,"602","arrowtooth flounder","atheresthes stomias",6.48759423941374,34.0403454378247,64.6045369313174,0.0181755075167881,5.06711570222216e-05
"57",5757741,NA,35.79,"602","arrowtooth flounder","atheresthes stomias",7.09308146685362,33.8312936481088,78.4315702537072,0.129396399442987,0.0245593622633936
"58",5757740,NA,9.71,"602","arrowtooth flounder","atheresthes stomias",6.76201667636633,33.9854121208191,67.5352023799209,0.0742082771931869,0.0041795072632532
"59",5757739,NA,9.33,"602","arrowtooth flounder","atheresthes stomias",6.56383819558791,34.0087369816112,57.627202842381,0.0389556884692226,0.0012004745856191
"60",5757738,NA,11.13,"602","arrowtooth flounder","atheresthes stomias",6.47416609525681,34.0354624763131,62.747898604207,0.0175984559357454,4.87953108227378e-05
"61",5757737,NA,25.04,"602","arrowtooth flounder","atheresthes stomias",6.47519151717424,34.0278328489512,57.1677462809064,0.0379077334351662,0.00117289252637894
"62",5757736,NA,17.22,"602","arrowtooth flounder","atheresthes stomias",6.64372693374753,34.0128787793219,53.06246079621,0.0369495470005412,0.00109461459976796
"63",5757735,NA,14.62,"602","arrowtooth flounder","atheresthes stomias",6.38700523227453,34.0197454439476,60.7846090528593,0.0148578235427588,1.13791275925305e-05
"64",5757733,2,1.35,"602","arrowtooth flounder","atheresthes stomias",5.4311655163765,34.0673034545034,50.8633691181769,0.0129471054744144,0
"65",5757732,NA,22.96,"602","arrowtooth flounder","atheresthes stomias",6.68706321716309,34.0378022287041,18.6284154131462,0.04280614812679,0.000792143266388876
"66",5757731,NA,13.5,"602","arrowtooth flounder","atheresthes stomias",6.99456771835685,33.9926602668129,35.5380254943959,0.0351862132762121,0.000769207740758672
"67",5757730,NA,18.54,"602","arrowtooth flounder","atheresthes stomias",6.38700523227453,34.0197454439476,60.7846090528593,0.0148578235427588,1.13791275925305e-05
"68",5757729,NA,10.76,"602","arrowtooth flounder","atheresthes stomias",7.31110569834709,33.8618121575564,65.5005047896419,0.0699621999275883,0.00514792925009804
"69",5757728,NA,9.11,"602","arrowtooth flounder","atheresthes stomias",5.15414649931158,34.0720084505332,55.243659580723,0.0129843087017862,0
"70",5757727,NA,136.18,"602","arrowtooth flounder","atheresthes stomias",6.94311351142824,33.9514602790587,72.6093804737728,0.131961904501169,0.0238487418307112
"71",5757726,NA,310.78,"602","arrowtooth flounder","atheresthes stomias",6.72246468812227,34.0411084005609,62.5093856124969,0.0707778262281439,0.00393079438347075
"72",5757725,NA,52.9,"602","arrowtooth flounder","atheresthes stomias",6.5950193926692,34.0784935746342,23.385351433037,0.0416364103894831,0.000805717730126319
"73",5757724,NA,21.34,"602","arrowtooth flounder","atheresthes stomias",6.64372693374753,34.0128787793219,53.06246079621,0.0369495470005412,0.00109461459976796
"74",5757722,NA,151.46,"602","arrowtooth flounder","atheresthes stomias",7.40437026321888,33.8346506841481,63.7794857435386,0.0668432327751277,0.00433560597166706
"75",5757721,2,0.18,"602","arrowtooth flounder","atheresthes stomias",7.53163244761527,33.7679677410051,88.6256769274257,0.119797742738187,0.0137466094774848
"76",5757720,NA,15.02,"602","arrowtooth flounder","atheresthes stomias",7.00665304809809,33.9617602759972,66.1929858476756,0.0526045115161536,0.00285314952634837
"77",5757719,NA,17.5,"602","arrowtooth flounder","atheresthes stomias",6.70598469302058,34.0266121085733,18.6284154131462,0.04280614812679,0.000792143266388876
"78",5757718,NA,25.36,"602","arrowtooth flounder","atheresthes stomias",7.38703574985266,33.8592689484358,73.8357561153634,0.0795989439288652,0.00640005818728222
"79",5757716,NA,142.24,"602","arrowtooth flounder","atheresthes stomias",6.93926817923784,33.892330667004,55.1050977884598,0.0606597077749642,0.00310166716445828
"80",5757715,NA,3.52,"602","arrowtooth flounder","atheresthes stomias",6.6440931558609,34.03729358688,79.9117950749322,0.0177514216076098,5.88449013180371e-05
"81",5757714,NA,17.82,"602","arrowtooth flounder","atheresthes stomias",6.75029756873846,34.017456555739,18.6284154131462,0.04280614812679,0.000792143266388876
"82",5757713,NA,231.3,"602","arrowtooth flounder","atheresthes stomias",7.58381909877062,33.7122714612633,88.3914109068879,0.115619530434806,0.012409604030324
"83",5757712,NA,197.04,"602","arrowtooth flounder","atheresthes stomias",6.7308877967298,34.03729358688,62.5093856124969,0.0707778262281439,0.00393079438347075
"84",5757711,NA,84.02,"602","arrowtooth flounder","atheresthes stomias",7.00933867692947,33.9116590563208,70.6293587599421,0.0756712995689406,0.00455716269282623
"85",5757710,NA,4.28,"602","arrowtooth flounder","atheresthes stomias",7.60567035153508,33.4963530069217,158.260249829027,0.748641930772009,0.398152083369425
"86",5757709,NA,20.38,"602","arrowtooth flounder","atheresthes stomias",7.54280222207308,33.8160343933851,72.6967118321906,0.0531600475655475,0.00301883907161891
"87",5757708,NA,1391.59,"602","arrowtooth flounder","atheresthes stomias",6.77776422724128,34.0128787793219,62.5093856124969,0.0707778262281439,0.00393079438347075
"88",5757707,NA,86.21,"602","arrowtooth flounder","atheresthes stomias",6.81694999337196,33.9960935991257,57.4844889872859,0.0673480033207656,0.00368212703881826
"89",5757706,NA,8.66,"602","arrowtooth flounder","atheresthes stomias",7.16705833375454,33.9655750896782,60.071687505975,0.033744554652454,0.000824570291133711
"90",5757705,NA,20.1,"602","arrowtooth flounder","atheresthes stomias",6.86236153542995,34.0067750774324,67.8141360704181,0.0444491528189701,0.00176107540650578
"91",5757704,NA,88.03,"602","arrowtooth flounder","atheresthes stomias",6.94219795614481,34.0327158104628,76.5021463973979,0.0220729291248687,0.000142526418155165
"92",5757703,2,2.34,"602","arrowtooth flounder","atheresthes stomias",7.36891996264458,33.5389263276011,109.034974802685,0.30446015613076,0.0721848780102854
"93",5757702,NA,24.64,"602","arrowtooth flounder","atheresthes stomias",7.25421919673681,33.9945676736534,79.0598191779153,0.0376216691179461,0.00102376212142498
"94",5757700,NA,11.18,"602","arrowtooth flounder","atheresthes stomias",7.27253030240536,33.8877528905869,73.0443427548211,0.0488195092901624,0.00208169265792945
"95",5757699,NA,13.9,"602","arrowtooth flounder","atheresthes stomias",6.86895353347063,33.610415935982,124.474553829718,0.214586181710635,0.0496301310214848
"96",5757698,NA,42,"602","arrowtooth flounder","atheresthes stomias",6.58696250617504,33.4757530130446,56.2664940175376,0.0317453011204792,0.000867631286677631
"97",5757697,NA,9.55,"602","arrowtooth flounder","atheresthes stomias",5.73537401854992,33.8707133894786,64.3144371505306,0.0247006523156334,0.000405015816717237
"98",5757696,NA,17.6,"602","arrowtooth flounder","atheresthes stomias",5.74069644659758,33.8254951313138,62.9139309743939,0.0246734298550404,0.000440536171534623
"99",5757694,NA,12.39,"602","arrowtooth flounder","atheresthes stomias",6.58696250617504,33.4757530130446,62.8534253875334,0.030061975511014,0.000793786816965967
"100",5757693,NA,50.82,"602","arrowtooth flounder","atheresthes stomias",5.99404890462756,33.8084047660232,65.5375644160335,0.0232939508449299,0.000353772733757329
"101",5757692,NA,9.3,"602","arrowtooth flounder","atheresthes stomias",5.42896818369627,33.9966022409499,64.7250148770049,0.0233319495477424,0.000380774496047118
"102",5757691,10,9.83,"602","arrowtooth flounder","atheresthes stomias",6.63153696911676,33.6268196348101,78.6270663011186,0.0330775021965938,0.00131979023000572
"103",5757690,9,5.78,"602","arrowtooth flounder","atheresthes stomias",6.71733757853508,33.6169011192396,86.5008257576256,0.0527931129922197,0.00388418168515167
"104",5757689,NA,14.54,"602","arrowtooth flounder","atheresthes stomias",6.8970305621624,33.6095258127898,82.3997422853762,0.0527784314076988,0.00394655422716031
"105",5757688,NA,32.54,"602","arrowtooth flounder","atheresthes stomias",7.02465024909803,33.5341741597014,96.7394953660131,0.0834206777014559,0.00902638520571911
"106",5757687,2,0.05,"602","arrowtooth flounder","atheresthes stomias",7.16676535606384,33.3683278597891,113.270662876081,0.184055095380407,0.0443946400636316
"107",5757686,NA,13.24,"602","arrowtooth flounder","atheresthes stomias",6.35697501897812,33.6802270263433,69.9524480552772,0.0308342321709129,0.000905138815340428
"108",5757685,4,1.47,"602","arrowtooth flounder","atheresthes stomias",7.17413862794638,33.3958962466568,118.919355830206,0.199812128024737,0.0470937885995793
"109",5757684,NA,8.52,"602","arrowtooth flounder","atheresthes stomias",5.42896818369627,33.9966022409499,64.7250148770049,0.0233319495477424,0.000380774496047118
"110",5757683,6,5.28,"602","arrowtooth flounder","atheresthes stomias",5.75783564150333,33.8484603096731,79.4603829449942,0.0332433172490131,0.00137432469436276
"111",5757682,4,3.64,"602","arrowtooth flounder","atheresthes stomias",6.86077457293868,33.6079998873174,90.6011583907186,0.0528077918887904,0.00382182056250261
"112",5757681,NA,6.01,"602","arrowtooth flounder","atheresthes stomias",7.02465024909803,33.5341741597014,96.7394953660131,0.0834206777014559,0.00902638520571911
"113",5757680,4,3.76,"602","arrowtooth flounder","atheresthes stomias",6.79717399924994,33.6497085168958,113.270662876081,0.184055095380407,0.0443946400636316
"114",5757679,NA,131.32,"602","arrowtooth flounder","atheresthes stomias",6.79717399924994,33.6497085168958,113.270662876081,0.184055095380407,0.0443946400636316
"115",5757678,NA,7.64,"602","arrowtooth flounder","atheresthes stomias",6.76952422969043,33.469267829787,73.0123503621233,0.0420034741106324,0.00198677120101803
"116",5757677,NA,10.44,"602","arrowtooth flounder","atheresthes stomias",6.14822841435671,33.7855158839375,65.5375644160335,0.0232939508449299,0.000353772733757329
"117",5757675,NA,17.14,"602","arrowtooth flounder","atheresthes stomias",6.8718833103776,33.586001128424,113.270662876081,0.184055095380407,0.0443946400636316
"118",5757674,NA,39.98,"602","arrowtooth flounder","atheresthes stomias",6.29593800008297,33.7829726748168,65.5375644160335,0.0232939508449299,0.000353772733757329
"119",5757673,NA,9.4,"602","arrowtooth flounder","atheresthes stomias",6.19611949241299,33.792135844599,82.3373257916003,0.032144431138211,0.0012749846150473
